department,program,lib_link,year,thesis_in_that_year,thesis_link,pdf_link,data_dict
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423128,http://www.etd.ceu.edu/2019/burghard_tamas.pdf ,"{'Author': 'Burghard, Tamás', 'Title': 'Real estate asking price estimation in Budapest / Tamás Burghard', 'Published': 'Budapest : Central European University, 2019', 'Description': '12 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/43', 'Language': 'English', 'Summary': 'This document is the public summary of my Capstone Project. The aim of my project was to develop an automated, deployable real estate price estimator model based on the given database of previous ads listed on the website ingatlan.com. The ideal outcome was declared as a complete machine learning pipeline with a scalable and deployable model. I described some interesting aspects of my data, the modelling process, and how this project the affects my client.', 'Note': 'Degree: MA', 'File Type': 'PDF file (151k)', 'Local note': 'Capstone  project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421212,http://www.etd.ceu.edu/2019/tishchenko_ekaterina.pdf ,"{'Author': 'Tishchenko, Ekaterina', 'Title': 'The relationship between competition and democracy : compatarive analysis / Ekaterina Tishchenko', 'Published': 'Budapest : Central European University, 2019', 'Description': '38 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/34', 'Language': 'English', 'Summary': 'There is no doubt that economic power and political power are linked per se. This paper examines the relationship between Antitrust Policy and Political Democracy. It is supposed that more diverse political landscapes translate to more economic freedom. Concentration of political power leads to concentration of economic power that has a bad effect on market competition. This paper focuses mainly on EU member states as these countries has similar cultural and economic characteristics, but still their level of democracy varies. The relationship between Competition and Democracy has been analyzed on panel data using OLS model and OLS with fixed effects. This paper finds that there is no significant positive effect of democracy on market competition. However, the results suggest that corruption as political variable influences negatively the level of competition. Nevertheless, there are still a lot of unobserved factors that can have an effect on the competitive environment in a country.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1867k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421164,http://www.etd.ceu.edu/2019/davronov_dilshod.pdf ,"{'Author': 'Davronov, Dilshod', 'Title': 'Revisiting valuation methods of tech companies : a case study of Tesla / Dilshod Davronov', 'Published': 'Budapest : Central European University, 2019', 'Description': '51 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/8', 'Language': 'English', 'Summary': 'The purpose of this thesis is to estimate the value of the company’s stock as of December 31, 2018, determine if the market price is fairly valued and also figure out the main drivers of such value. In this thesis we analyse fundamental concepts of valuation and its importance. In addition, the key valuation methods and, their advantages and drawbacks are also discussed. The thesis moves on with the analysis of Tesla’s business profile and historical operational and financial performance, as well as its comparison to key peer group companies. The industry outlook and the market’s expectation on the future performance of Tesla are also reviewed through industry reports by international agencies and equity research papers issued by global investment banks and equity research firms.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1914k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421199,http://www.etd.ceu.edu/2019/dmitrieva_nina.pdf ,"{'Author': 'Dmitrieva, Nina Aleksandrovna', 'Title': 'The Russian mortality crisis of 1991-2005 : causes, outcomes and consequences / Nina Aleksandrovna Dmitrieva', 'Published': 'Budapest : Central European University, 2019', 'Description': '64 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/10', 'Language': 'English', 'Summary': 'In the period 1991-2005, the Russian economy experienced a major transformational recession with depressed output, increased unemployment rates and, most importantly, shooting mortality indicators. In just seven years (from 1987 to 1994) the death rates soared by more than 60%, with life expectancy going down from 70 to only 64 years (Gerry et al., 2010). The mortality crisis that lasted more than two decades represent an unprecedented case in the peaceful history of the country. While many of the underlying crisis causes remain unexplained, it is now agreed in the academic literature that there are two major stances on it: the stress-related and alcohol-related hypotheses, which were analyzed in-depths in this thesis. The root-cause analysis was backed up with quantitative research. A fixed effects model with region and year dummies was run on regional panel data. This analysis confirms that privatization, unemployment and oil prices are associated with increased male adult mortality in Russia (statistically significant coefficient with robust clustered standard errors were calculated). The implications of this research are far-reaching, with contribution to both social sciences academic literature and practical policy-making process. The potential limitations of the devised models and directions of future research are discussed in the last section of this thesis.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1706k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421198,http://www.etd.ceu.edu/2019/borza_endre.pdf ,"{'Author': 'Borza, Endre Márk', 'Title': 'Scalable analysis of hedonic prices and local competition in hotel room prices / Endre Márk Borza', 'Published': 'Budapest : Central European University, 2019', 'Description': '29 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/6', 'Language': 'English', 'Summary': 'In this thesis, a large dataset of hotel room offers is compiled, from over 300 local markets, with at least 200 hotels for each one. Linear regression analysis of these markets shows remarkable heterogeneity, and the robust, price inflating effect of market power. It is suggested, that a lot of care is needed, when the predominant hedonic models in the literature are used to draw conclusions that go beyond a single local market. Further research can use the compiled data to explore the sources of this heterogeneity.', 'Note': 'Degree: MA', 'File Type': 'PDF file (508k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421161,http://www.etd.ceu.edu/2019/borza_endre.pdf ,"{'Author': 'Borza, Endre Márk', 'Title': 'Scalable analysis of hedonic prices and local competition in hotel room prices / Endre Márk Borza', 'Published': 'Budapest : Central European University, 2019', 'Description': '29 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/6', 'Language': 'English', 'Summary': 'In this thesis, a large dataset of hotel room offers is compiled, from over 300 local markets, with at least 200 hotels for each one. Linear regression analysis of these markets shows remarkable heterogeneity, and the robust, price inflating effect of market power. It is suggested, that a lot of care is needed, when the predominant hedonic models in the literature are used to draw conclusions that go beyond a single local market. Further research can use the compiled data to explore the sources of this heterogeneity.', 'Note': 'Degree: MA', 'File Type': 'PDF file (508k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423178,http://www.etd.ceu.edu/2019/tanveer_sama.pdf ,"{'Author': 'Tanveer, Sama', 'Title': 'Sentiment analysis / Sama Tanveer', 'Published': 'Budapest : Central European University, 2019', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/65', 'Language': 'English', 'Summary': 'A Sentiment Analysis report for a chatbot agency Talk-A-Bot using English Language data and lexicons to study the messages coming in from the chatbot conversations. The sentiment analysis has been broadened into an emotions analysis to study the response to certain changes in chatbot features and this has been used to suggest additional client value and expansion use-cases for the company.', 'Note': 'Degree: MA', 'File Type': 'PDF file (267k)', 'Local note': 'Capstone project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423159,http://www.etd.ceu.edu/2019/niranjan_nikitha.pdf ,"{'Author': 'Niranjan, Nikitha', 'Title': 'ServiceNow analytics : for IT higher management / Nikitha Niranjan', 'Published': 'Budapest : Central European University, 2019', 'Description': '11 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/58', 'Language': 'English', 'Summary': 'The client company receives multiple service desk tickets. They would like to create multiple dashboards, which can visually explain the ticketing behavior. This would help them to identify the pain points and provide better quality of service to their users. The customers instead of a separate dedicated IT team can directly analyze power BI. This would help the Management to reduce some analysis cost and provide best Business decisions to the stakeholders. This project would include visualization of data specific to ServiceNow in a graphical way using Power BI. It would aim to have six dashboard which would give a clear picture of incident behavior to the following audiences: 1) Chief Information Officer – One dashboard 2) TCS Management – Three dashboards 3) Country Manager – Two dashboard', 'Note': 'Degree: MA', 'File Type': 'PDF file (515k)', 'Local note': 'Capstone project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421163,http://www.etd.ceu.edu/2019/davletgaliyev_dayan.pdf ,"{'Author': 'Davletgaliyev, Dayan', 'Title': 'Social preferences and competition / Dayan Davletgaliye', 'Published': 'Budapest : Central European University, 2019', 'Description': '30 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/7', 'Language': 'English', 'Summary': 'In this paper I investigate the effect of social preferences in oligopolistic competition, both when social preferences are determined exogenously and when they are chosen by owners as part of ""profit-maximizing"" corporate culture. The results reveal that a firmâ€™s attitude towards a competitor is changing with regards to type of competition such as Cournot, Bertrand and Differentiated Bertrand. Cournot model with social preferences demonstrate that firms exhibit anti-social or spiteful behavior towards each other competing on quantities. On the contrary, when firms compete on prices with differentiated products they display pro-social behavior expressed. However, firms do not reveal social preferences when they produce homogeneous products in Bertrand Oligopoly.', 'Note': 'Degree: MA', 'File Type': 'PDF file (384k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421178,http://www.etd.ceu.edu/2019/ferkovics_attila.pdf ,"{'Author': 'Ferkovics, Attila András', 'Title': 'The socio-economic situation of Roma in Hungary before and after the political regime change : significant policies and their effects / Attila András Ferkovics', 'Published': 'Budapest : Central European University, 2019', 'Description': '64 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/14', 'Language': 'English', 'Summary': 'During my analysis I found that due to different reasons, these policies in relation to Roma socio-economic or labour situation could not be effective enough during the revised time period in the history. The Communist policies could bring the aimed result since they were very aggressive, miss implemented or even not served the interest of Roma at all. However, the Communist systems had one positive common feature by which the Roma could be more integrated after the regime change: It was the policy which made the work obligatory, resulting in high employment rate among Roma. As a result, the working class of Roma people was much broader than today and could afford to be more integrated to the society. Next to many other Hungarian public policies, I have found that the Public Work Program (PWP) is one of the possible ways to change the socio-economic status of Roma. Although the program in itself is still missing many elements to be effective, just like in case of the previous policies. I suggest six alternative ways to improve the current performance: a, Ensure temporary employment; b, Provide income support; c, Encourage on the job employment search; d, Combine with training and skill accumulation; e, Establish an independent evaluator institution; f, Produce for real goods market. Out of these ways, I consider a, and f, as the most implementable since the infrastructures are already built up, and thus there is no need for a huge financial cost. Roma as the greatest minority group do need the support from the governmental level to make these policy changes in order to help to integrate them throughout changing socio-economic status.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1309k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423179,http://www.etd.ceu.edu/2019/toth_bence02.pdf ,"{'Author': 'Tóth, Bence László', 'Title': 'Standard warranty data Mart & Predictive modeling of potential open items / Bence László Tóth', 'Published': 'Budapest : Central European University, 2019', 'Description': '11 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/66', 'Language': 'English', 'Summary': 'The Commercial team in GE Healthcare struggled with the current reconciliation process for the Standard Warranty accounts. It was a highly manual, non-standardized, prone to error activity and required constant manual effort to monitor the state of the accounts including open items occasionally appearing which need action from the team. Furthermore, it did not support the reporting requirements for proper internal auditing. After a brief summary of accounting terms and problem statement, the Capstone project offers a solution by the development of an automated wing-to-wing reconciliation: daily automatic ETL scripts consolidate batch data from BOXi, OBIEE, and manual sources. These are stored in a Microsoft SQL Server environment, where triggers and stored procedures create a detailed, order-level view on reconciliation status. This automation and simplification has an important effect on quality and saves around 21 hours for the team while providing daily visibility on movements, instead of the once-per-quarter approach of the previous process. From the reconciliation view, an R script trains an XGBoost model on the data and predicted probabilities are assigned to the binary classes based on the sample mean threshold of the occurrence of open items within the data, resulting in an overall accuracy of 94% in differentiating them from recorded items.', 'Note': 'Degree: MA', 'File Type': 'PDF file (155k)', 'Local note': 'Capstone project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423157,http://www.etd.ceu.edu/2019/nagy_dora.pdf ,"{'Author': 'Nagy, Dóra', 'Title': 'Trading API comparison / Dóra Nagy', 'Published': 'Budapest : Central European University, 2019', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/56', 'Language': 'English', 'Summary': 'Some brokers operate an API with which you can read your portfolio or even trade. The capstone project is an analysis around these APIs. What are the differences, how they can be used. Also what would be a use case for Brokerchooser, a Hungarian Fintech company.', 'Note': 'Degree: MA', 'File Type': 'PDF file (184k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421186,http://www.etd.ceu.edu/2019/kim_daria.pdf ,"{'Author': 'Kim, Daria', 'Title': 'Understanding the determinants of criminal behavior in post-Soviet and post-communist countries / Daria Kim', 'Published': 'Budapest : Central European University, 2019', 'Description': '34 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/18', 'Language': 'English', 'Summary': 'The dissolution of Soviet Union and collapse of the Communist system tremendously impacted the overall economic growth of post-Soviet and post-Communist. The breakup of the Soviet Union and burst-up of the Communist regime resulted in severe shocks to various institutions, such as economic, health care, educational, etc., making all countries vulnerable to unexpected economic and social fluctuations. It is a question of great importance how the above-mentioned countries managed their economic situation and what kind of social instabilities they struggled with. One of the possible issues that rose at that time is intentional homicide crimes. Nowadays, the data availability allows to make the analysis of dependent variables that could have influenced the level of intentional homicide crimes. In fact, the economics of crime is closely related to the economic and social factors. This thesis focuses mostly on economics variables and aims at finding the connection between the level of intentional homicide and unemployment rate, income inequality, inflation, and GDP per capita. To estimate the effect of a particular factor, the unbalanced panel of 496 observations within 26 countries in the period from 1991 to 2017 was used.', 'Note': 'Degree: MA', 'File Type': 'PDF file (620k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421202,http://www.etd.ceu.edu/2019/raiymbekova_asel.pdf ,"{'Author': 'Raiymbekova, Asel', 'Title': 'Unemployment and happiness : evidence from the Kyrgyz Republic / Asel Raiymbekova', 'Published': 'Budapest : Central European University, 2019', 'Description': '35 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/24', 'Language': 'English', 'Summary': 'The paper examines a relationship between unemployment and subjective life satisfaction in Kyrgyz Republic using three years (2011-2013) panel data from Life in Kyrgyzstan Study. Apart from the general question, it also investigates the effect of different social factors such as age, gender and education on the relationship of the key variables. The empirical analysis uses linear regression mainly focusing on the results of the Fixed Effects method. The main finding is that joblessness is negatively related with subjective well-being. Younger generation, females, and people with higher education are more influenced by the absence of the job opportunities, meaning being unemployed makes them less happy on average.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1028k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423142,http://www.etd.ceu.edu/2019/gomes_nuno.pdf ,"{'Author': 'Gomes, Nuno', 'Title': 'Use of machine learning techniques to predict the likelihood of default  / Nuno Gomes', 'Published': 'Budapest : Central European University, 2019', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/47', 'Language': 'English', 'Summary': 'The purpose of this project is to apply Machine Learning models and techniques allied to traditional statistical methods to a work database in order to predict customerâ€™s likelihood to default, based on contract details and previous payment behavior.', 'Note': 'Degree: MA', 'File Type': 'PDF file (299k)', 'Local note': 'Capstone  project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1423180,http://www.etd.ceu.edu/2019/verkmann_gabor.pdf ,"{'Author': 'Verkmann, Gabor', 'Title': 'User experience analysis / Gabor Verkmann', 'Published': 'Budapest : Central European University, 2019', 'Description': '10 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/67', 'Language': 'English', 'Summary': 'As my Capstone project, I was looking for some problem where I can leverage multiple skills of mine to deliver an outcome. My other goal against the problem was to ensure this is addressing a real challenge for an organization and the final outcome is going to be leveraged and not just tick a box that this is completed. I looked around the marketplace as my original idea was to pick up a problem statement from aviation industry (as I’m a bit infatuated by this topic), I approached Emirates and Wizzair to obtain an opportunity, I was not successful due to data regulation and sensitivity. As I work for General Electric (GE) and my scholarship had been sponsored by GE, it was my next try to reach out to my company regarding Capstone project. As an outcome, I got a very interesting engagement/request from company’s Unified Communication operation leader to address it as my final project. 1.1. Problem statement • GE rolled out MS Skype for Business in Q42017 as a one-shot approach to 420k+ end users globally • As an outcome of this approach o NPS of the service is down to -45 o Daily escalations to Corporate CIO & CEO level due to quality issues • NO data to figure out how much of the noise is coming due to the resistance against the change, how much is about user knowledge about how to use product, how much is related to product issues and how much is related to underlying infrastructure problem(s) 1.2. Requested outcome • Create a data driven dashboard & identify issues vs noise o This should be available 24 x 7 with real time data o This should be able to filter by Business Units, by pole, by country • Present it in Tableau • Develop strategy to introduce Skype dial tone - timing & recommended personas', 'Note': 'Degree: MA', 'File Type': 'PDF file (362k)', 'Local note': 'Capstone project', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421160,http://www.etd.ceu.edu/2019/blazsek_reka.pdf ,"{'Author': 'Blazsek, Réka', 'Title': ""What drives emigration from Hungary? : evidence from teachers' patterns of attrition and emigration / Réka Roxána Blazsek"", 'Published': 'Budapest : Central European University, 2019', 'Description': '51 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/5', 'Language': 'English', 'Summary': 'The central topic of this thesis is emigration from Hungary. It focuses on teachers, because they tend to earn less as public sector employees than other, similarly skilled workers in the private sector, making them incentivized to leave their profession either in the form of attrition or emigration. Using a comprehensive administrative dataset spanning between 2003 and 2011, I estimate probability models to examine if the age and earnings of teachers have any effect on their propensity to leave their profession. I find no significant effects with respect to age, but highly significant effects with respect to earnings, confirming the association between earnings, attrition and emigration, and encouraging the thorough reconsideration of the structure and system of public sector wages.', 'Note': 'Degree: MA', 'File Type': 'PDF file (689k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421204,http://www.etd.ceu.edu/2019/riabkov_kostiantyn.pdf ,"{'Author': 'Riabkov, Kostiantyn', 'Title': 'Why do firms fail, emerge, and fail again? : predicting corporate bankruptcy with hazard models / Kostiantyn Riabkov', 'Published': 'Budapest : Central European University, 2019', 'Description': '37 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/26', 'Language': 'English', 'Summary': 'This thesis examines the drivers of corporate distress for US-based, publicly-traded firms over the 1994-2018 period based on a dynamic logit model that was first applied for bankruptcy prediction by Shumway (2001) and later extended by Campbell et al (2008). Applying these techniques, we find that a vast majority of the variables of interest retained their underlying relationships with the probability of the first default, or Chapter 11. However, as we extrapolate these techniques to predicting repeated default, or Chapter 22, we discover that fundamental characteristics, such as profitability and leverage, play a considerably larger role than equity-market factors for reorganized firms. Finally, we extend both Shumway`s and Campbell`s specifications by incorporating macroeconomic and industry factors. We conclude that both are significant predictors of Chapter 11; in contrast, firms that remain distressed after being restructured tend to default irrespectively of the economic cycle.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1066k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2019,2019,72,https://sierra.ceu.edu/record=b1421203,http://www.etd.ceu.edu/2019/rauf_maria.pdf ,"{'Author': 'Rauf, Maria', 'Title': 'Will Chinese investment boost Pakistan’s economic growth?: a case study of China Pakistan Economic Corridor (CPEC) / Maria Rauf', 'Published': 'Budapest : Central European University, 2019', 'Description': '90 p. ; 30 cm.', 'Series': 'CEU Economics Department master theses ; 2019/25', 'Language': 'English', 'Summary': 'Currently, China Pakistan Economic Corridor (CPEC) is playing a significant role to boost growth and development in Pakistan. This research study aims to examine and assess the macroeconomic impacts of CPEC. Both nations have shared years long of friendship but this agreement has become the game changer of the era. While Pakistan provides access to China to its warm waters, the latter is investing heavily in infrastructure and energy sector development. Numerous job opportunities have been generated to eliminate poverty. Moreover, export growth is likely to rise under various sub-projects to overcome the country’s trade deficit. The study observes the changing trends of foreign direct investment (FDI), GDP growth, Job growth and trade openness of Pakistan before and after the CPEC agreement was signed. Lastly, an external debt sustainability analysis has been done to assess the implications of CPEC loan based projects. The study concludes by assessing both positive and negative aspects of agreement and ends with policy recommendations to overcome any gaps at an early stage of the project.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1975k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2020,2020,4,https://sierra.ceu.edu/record=b1427841,http://www.etd.ceu.edu/2020/bittencourt_glauco.pdf ,"{'Author': 'Bittencourt, Glauco Ferreira', 'Title': 'The Brazilian labor reforms of 2017 : how does the flexibilization of employment protection legislation affect wages? / Glauco Ferreira Bittencourt', 'Published': 'Budapest : Central European University, 2020', 'Description': '62 p. ; 30 cm', 'Series': 'CEU Economics Department master theses ; 2020/2', 'Language': 'English', 'Summary': 'The purpose of this thesis is to estimate the effects of the Brazilian labor reforms on the average wage of workers. In November 2017, the biggest legislative package of amendments of employment protection legislation (EPL) was enacted in Brazil. Among many revisions, important legislative changes were implemented, such as the abolition of compulsory union contribution; introduction of intermittent contracts; prevail of individual and collective agreements over state legislation; and introduction of a mutual contract termination agreement with a lower severance payment. These legislative changes are assessed to estimate their effects on average wages of workers by using repeated cross-section data and a difference-in-differences methodology with fixed-effects. The identified control group is composed of civil servants and the treatment group is formed of workers in the private sector. The results suggest that loosening employment protection legislation - at least in the Brazilian context - leads to a decrease of average wages in the labor market.', 'Note': 'Degree: MA', 'File Type': 'PDF file (966k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2020,2020,4,https://sierra.ceu.edu/record=b1427842,http://www.etd.ceu.edu/2020/esztergalyos_karoly.pdf ,"{'Author': 'Esztergályos, Károly', 'Title': 'Hungarian higher education : how did the introduction of the ""student contract"" affect the number of applications to Hungarian universities? / Károly Esztergályos', 'Published': 'Budapest : Central European University, 2020', 'Description': '61 p. ; 30 cm', 'Series': 'CEU Economics Department master theses ; 2020/3', 'Language': 'English', 'Summary': 'In 2012 the Hungarian government introduced the policy measure of the “student contract”. It had to be signed by every student who wanted to pursue his/her studies in the Hungarian universities (on a fully-funded or partially state-funded status). The reason behind the introduction of the policy action was that the government wanted to decrease the number of those people who leave the country after finishing their state-financed studies. The main point of the contract was if one attends a university in Hungary in a not self-funded form, he/she has to work in Hungary after the studies for a certain period and if one refuses this condition and wants to work abroad he/she has to pay back the cost of studies. Meanwhile, the government implemented another action at the same time. It cut down the number of state-financed programs which was an incomprehensive action not only for the future university students and for universities as institutions either. The paper examines the period between 2006-2016. In my paper, I examined the effect of the two abovementioned policy measures. I looked for the answer to my hypothetical questions: 1. Was there any effect on the number of applications when the Hungarian government introduced the student contract and reduced the number of fully-funded places at the university? 2. Were there different effects on the different programs? 3. Was there any difference in the number of applications among students with a different background? For the analysis, I used the database of “Felvi” which I received from the Hungarian Academy of Sciences. I found that the two measures affected on the applications. The number of applications to the state-financed places was decreased from 2011 to 2012 and this declining trend could be also observed in the number of applicants. Based on my analysis I formulated 3 recommendations. The first, Hungary should invest more in its higher education system. My second finding is that students should apply where they would like to. The system should not restrict them in their choice. My last finding is, there has to be done some modification to the language exam system because this source of extra admission points increases the differences among applicants with a different socio-economic background.', 'Note': 'Degree: MA', 'File Type': 'PDF file (2281k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
Economics,MA,https://tinyurl.com/ecoma2020,2020,4,https://sierra.ceu.edu/record=b1427843,http://www.etd.ceu.edu/2020/gobel_nora.pdf ,"{'Author': 'Gőbel, Nóra', 'Title': 'The labor market effect of crowdwork in India / Nóra Gőbel', 'Published': 'Budapest : Central European University, 2020', 'Description': '76 p. ; 30 cm', 'Series': 'CEU Economics Department master theses ; 2020/4', 'Language': 'English', 'Summary': 'Crowdwork refers to cases where the task is outsourced to the crowd, an undefined group of people via online labor platforms instead of a specific individual. The possibility of flexible work in terms of location and time is appealing to the workers, however, previous studies show a more negative impact of this work including low wages, skill mismatch, limited flexibility, lack of transparency, asymmetric access to data as well as the lack of regulation and social protection. Negative effects of crowdwork on wages have been measured in the USA and in the EU, but very few studies have looked at the labor market effects in the context of developing economies, and especially at the country level. Based on the ILO Crowdwork survey and the NSSO Periodic Labor Force Survey in India, this thesis compares the hourly wages of workers in digital labor platforms to those with similar characteristics in the traditional labor force and investigates whether working on microtask platforms has any effect on the workers’ earnings and working conditions. The results of the OLS and 2SLS models suggest that the microtask platforms lead to lower wages and more precarious working conditions in the country in 2017 when domestic work is used as an instrumental variable. This wage gap is even more prevalent among older workers as well as among crowdworkers who hold an additional job.', 'Note': 'Degree: MA', 'File Type': 'PDF file (1290k)', 'Local note': 'ETD', 'Access': 'Unrestricted', 'System Det': 'System requirements: Adobe Acrobat Reader; PostScript compatible printer'}"
